,author,co-author,doi,co-author_list,title
570,"Buchert, Ralph","['Hallab, Asma']",['10.3233/JAD-200520'],"{'Hallab, Asma'}",['Impairment of Everyday Spatial Navigation Abilities in Mild Cognitive Impairment Is Weakly Associated with Reduced Grey Matter Volume in the Medial Part of the Entorhinal Cortex']
571,"Hort, Jakub","['Laczo, Jan', 'Nedelska, Zuzana']","['10.3233/JAD-200615', '10.1073/pnas.1121588109']","{'Nedelska, Zuzana', 'Laczo, Jan'}","['The Combined Effect of APOE and BDNF Va166Met Polymorphisms on Spatial Navigation in Older Adults', 'Spatial navigation impairment is proportional to right hippocampal volume']"
572,"Magnusson, Kathy R.","['Reynolds, Nadjalisse C.']",['10.1016/j.neuroimage.2019.116069'],"{'Reynolds, Nadjalisse C.'}",['Age-related differences in brain activations during spatial memory formation in a well-learned virtual Morris water maze (vMWM) task']
573,"Liu, Baolin","['Wang, Xiaojing']",['10.1016/j.neures.2018.11.009'],"{'Wang, Xiaojing'}",['Decoding natural scenes based on sounds of objects within scenes using multivariate pattern analysis']
574,"Guariglia, Cecilia","['Boccia, Maddalena', 'Boccia, Maddalena', 'Conson, Massimiliano', 'Boccia, Maddalena', 'Boccia, Maddalena', 'Nemmi, Federico']","['10.3389/fnhum.2019.00322', '10.1007/s11682-018-9839-7', '10.1080/13803395.2018.1451493', '10.3389/fphar.2017.00496', '10.1007/s11065-014-9247-8', '10.1016/j.cortex.2011.11.016']","{'Nemmi, Federico', 'Boccia, Maddalena', 'Conson, Massimiliano'}","['Topographical Disorientation: Clinical and Theoretical Significance of Long-Lasting Improvements Following Imagery-Based Training', 'The way to left Piazza del Popolo: damage to white matter tracts in representational neglect for places', 'Selective map-following navigation deficit: A new case of developmental topographical disorientation', 'Effect of Cognitive Style on Learning and Retrieval of Navigational Environments', 'Neuropsychology of Environmental Navigation in Humans: Review and Meta-Analysis of fMRI Studies in Healthy Participants', 'Landmark sequencing and route knowledge: An fMRI study']"
575,"Bartsch, Thorsten","['Hanert, Annika', 'Hanert, Annika']","['10.1002/hipo.23073', '10.1016/j.neuroscience.2018.12.046']","{'Hanert, Annika'}","['Transient hippocampal CA1 lesions in humans impair pattern separation performance', 'Hippocampal Dentate Gyrus Atrophy Predicts Pattern Separation Impairment in Patients with LGI1 Encephalitis']"
576,"Yang, Jiongjiong","['Chen, Haoyu']",['10.1523/JNEUROSCI.3181-18.2019'],"{'Chen, Haoyu'}",['Dissociation of the Perirhinal Cortex and Hippocampus During Discriminative Learning of Similar Objects']
577,"Kriegeskorte, Nikolaus","['Henriksson, Linda']",['10.1016/j.neuron.2019.04.014'],"{'Henriksson, Linda'}",['Rapid Invariant Encoding of Scene Layout in Human OPA']
578,"Martin, Alex","['Ramot, Michal', 'Gilmore, Adrian W.', 'Bellgowan, Patrick S. F.']","['10.1523/JNEUROSCI.0217-19.2019', '10.1016/j.neuropsychologia.2018.12.023', '10.1101/lm.1357309']","{'Bellgowan, Patrick S. F.', 'Ramot, Michal', 'Gilmore, Adrian W.'}","['Multifaceted Integration: Memory for Faces Is Subserved by Widespread Connections between Visual, Memory, Auditory, and Social Networks', 'Identifying task-general effects of stimulus familiarity in the parietal memory network', 'Lateralized spatial and object memory encoding in entorhinal and perirhinal cortices']"
579,"Gottfried, Jay A.","['Bao, Xiaojun']",['10.1016/j.neuron.2019.03.034'],"{'Bao, Xiaojun'}",['Grid-like Neural Representations Support Olfactory Navigation of a Two-Dimensional Odor Space']
580,"Chatterjee, Anjan","['Weisberg, Steven M.', 'Weisberg, Steven M.']","['10.1016/j.cortex.2018.12.024', '10.1523/JNEUROSCI.3250-17.2018']","{'Weisberg, Steven M.'}","['Everyday taxi drivers: Do better navigators have larger hippocampi?', 'Behavioral and Neural Representations of Spatial Directions across Words, Schemas, and Images']"
581,"Dickerson, Bradford C.","['Collins, Jessica A.']",['10.1002/hipo.23003'],"{'Collins, Jessica A.'}",['Functional connectivity in category-selective brain networks after encoding predicts subsequent memory']
582,"Killiany, Ronald","['Zajac, Lauren']",['10.1002/brb3.1236'],"{'Zajac, Lauren'}","[""Self-reported navigation ability is associated with optic flow-sensitive regions' functional connectivity patterns during visual path integration""]"
583,"Stranjalis, George","['Koutsarnakis, Christos']",['10.1007/s00429-018-01822-4'],"{'Koutsarnakis, Christos'}",['Sledge runner fasciculus: anatomic architecture and tractographic morphology']
584,"Thomann, Philipp A.","['Hirjak, Dusan', 'Hirjak, Dusan']","['10.1080/15622975.2017.1355474', '10.1002/hipo.22726']","{'Hirjak, Dusan'}","[""The relevance of hippocampal subfield integrity and clock drawing test performance for the diagnosis of Alzheimer's disease and mild cognitive impairment"", ""Hippocampal formation alterations differently contribute to autobiographic memory deficits in mild cognitive impairment and Alzheimer's disease""]"
585,"Honore, Jacques","['Saj, Arnaud']",['10.3389/fneur.2019.00142'],"{'Saj, Arnaud'}",['Functional Neuroanatomy of Vertical Visual Perception in Humans']
586,"Davachi, Lila","['Inhoff, Marika C.', 'Danker, Jared F.', 'Vilberg, Kaia L.']","['10.1016/j.neuropsychologia.2018.12.020', '10.1093/cercor/bhw146', '10.1016/j.neuron.2013.07.013']","{'Inhoff, Marika C.', 'Vilberg, Kaia L.', 'Danker, Jared F.'}","['Understanding perirhinal contributions to perception and memory: Evidence through the lens of selective perirhinal damage', 'Trial-by-Trial Hippocampal Encoding Activation Predicts the Fidelity of Cortical Reinstatement During Subsequent Retrieval', 'Perirhinal-Hippocampal Connectivity during Reactivation Is a Marker for Object-Based Memory Consolidation']"
587,"Baker, Chris, I","['Silson, Edward H.']",['10.1523/JNEUROSCI.1219-18.2018'],"{'Silson, Edward H.'}",['A Posterior-Anterior Distinction between Scene Perception and Scene Construction in Human Medial Parietal Cortex']
588,"Rugg, Michael D.","['Koen, Joshua D.', 'de Chastelaine, Marianne', 'Addante, Richard James', 'Vilberg, Kaia L.', 'Vilberg, Kaia L.', 'Okada, Kayoko']","['10.1523/JNEUROSCI.1498-18.2018', '10.1016/j.neuroimage.2017.05.039', '10.1016/j.neuroimage.2014.10.046', '10.1080/17588928.2013.860088', '10.1523/JNEUROSCI.3065-12.2012', '10.1002/hbm.21229']","{'Koen, Joshua D.', 'de Chastelaine, Marianne', 'Vilberg, Kaia L.', 'Addante, Richard James', 'Okada, Kayoko'}","['The Relationship between Age, Neural Differentiation, and Memory Performance', 'Independent contributions of fMRI familiarity and novelty effects to recognition memory and their stability across the adult lifespan', 'Pre-stimulus neural activity predicts successful encoding of inter-item associations', 'Temporal dissociations within the core recollection network', 'The Neural Correlates of Recollection: Transient Versus Sustained fMRI Effects', 'Comparison of the neural correlates of retrieval success in tests of cued recall and recognition memory']"
589,"Tong, Raymond Kai-yu","['Wang, Xin']",['10.1162/netn_a_00105'],"{'Wang, Xin'}",['Synchronization lag in post stroke: relation to motor function and structural connectivity']
590,"Botvinick, Matthew M.","['Ribas-Fernandes, Jose J. F.']",['10.1162/jocn_a_01341'],"{'Ribas-Fernandes, Jose J. F.'}",['Subgoal- and Goal-related Reward Prediction Errors in Medial Prefrontal Cortex']
591,"Ranganath, Charan","['Roberts, Brooke M.', 'Hsieh, Liang-Tien', 'Libby, Laura A.']","['10.1016/j.bbr.2017.05.068', '10.1016/j.neuroimage.2015.07.040', '10.1523/JNEUROSCI.0655-14.2014']","{'Hsieh, Liang-Tien', 'Libby, Laura A.', 'Roberts, Brooke M.'}","['Brain activity related to working memory for temporal order and object information', 'Cortical and subcortical contributions to sequence retrieval: Schematic coding of temporal context in the neocortical recollection network', 'Medial Temporal Lobe Coding of Item and Spatial Information during Relational Binding in Working Memory']"
592,"Hegarty, Mary","['Burte, Heather']",['10.3389/fnhum.2018.00410'],"{'Burte, Heather'}",['The Neural Basis of Individual Differences in Directional Sense']
593,"Wang, Liang","['Chen, Dong']",['10.1016/j.cub.2018.08.029'],"{'Chen, Dong'}",['Hexadirectional Modulation of Theta Power in Human Entorhinal Cortex during Spatial Navigation']
594,"Grady, Cheryl L.","['Sekeres, Melanie J.', 'Saverino, Cristina', 'Keightley, Michelle L.', 'Spreng, R. Nathan']","['10.1002/hipo.23009', '10.1162/jocn_a_00970', '10.1093/scan/nsq003', '10.1162/jocn.2009.21282']","{'Saverino, Cristina', 'Keightley, Michelle L.', 'Sekeres, Melanie J.', 'Spreng, R. Nathan'}","['Changes in patterns of neural activity underlie a time-dependent transformation of memory in rats and humans', 'The Associative Memory Deficit in Aging Is Related to Reduced Selectivity of Brain Activity during Encoding', 'Neural correlates of recognition memory for emotional faces and scenes', 'Patterns of Brain Activity Supporting Autobiographical Memory, Prospection, and Theory of Mind, and Their Relationship to the Default Mode Network']"
595,"Stern, Chantal E.","['Chrastil, Elizabeth R.', 'Sherrill, Katherine R.', 'Chrastil, Elizabeth R.', 'Chrastil, Elizabeth R.', 'Sherrill, Katherine R.', 'Brown, Thackery I.', 'Brown, Thackery I.', 'Sherrill, Katherine R.', 'Brown, Thackery I.']","['10.1037/bne0000278', '10.1016/j.neuroscience.2018.04.006', '10.1523/ENEURO.0346-16.2017', '10.1523/JNEUROSCI.1209-15.2015', '10.1016/j.neuroimage.2015.06.009', '10.1093/cercor/bht041', '10.1002/hipo.22273', '10.1523/JNEUROSCI.1825-13.2013', '10.1016/j.neuroimage.2012.01.046']","{'Chrastil, Elizabeth R.', 'Brown, Thackery I.', 'Sherrill, Katherine R.'}","['Converging Meta-Analytic and Connectomic Evidence for Functional Subregions Within the Human Retrosplenial Region', 'Structural Differences in Hippocampal and Entorhinal Gray Matter Volume Support Individual Differences in First Person Navigational Ability', 'Individual Differences in Human Path Integration Abilities Correlate with Gray Matter Volume in Retrosplenial Cortex, Hippocampus, and Medial Prefrontal Cortex', 'There and Back Again: Hippocampus and Retrosplenial Cortex Track Homing Distance during Human Path Integration', 'Functional connections between optic flow areas and navigationally responsive brain regions during goal-directed navigation', 'Contributions of Medial Temporal Lobe and Striatal Memory Systems to Learning and Retrieving Overlapping Spatial Memories', 'A High-resolution study of hippocampal and medial temporal lobe correlates of spatial context and prospective overlapping route memory', 'Hippocampus and Retrosplenial Cortex Combine Path Integration Signals for Successful Navigation', 'Cooperative interactions between hippocampal and striatal systems support flexible navigation']"
596,"Hu, Dewen","['Peng, Limin']",['10.1002/brb3.1022'],"{'Peng, Limin'}",['Functional connectivity changes in the entorhinal cortex of taxi drivers']
597,"Kohler, Stefan","['Blumenthal, Anna', 'Duke, Devin']","['10.1002/hbm.24212', '10.1016/j.cortex.2017.01.015']","{'Blumenthal, Anna', 'Duke, Devin'}","['Animacy and real-world size shape object representations in the human medial temporal lobes', 'Perirhinal cortex tracks degree of recent as well as cumulative lifetime experience with object concepts']"
598,"Saxe, Rebecca","['Powell, Lindsey J.']",['10.1016/j.tics.2018.06.009'],"{'Powell, Lindsey J.'}",['Social Origins of Cortical Face Areas']
599,"De Brigard, Felipe","['Parikh, Natasha']",['10.1016/j.neuroimage.2018.05.053'],"{'Parikh, Natasha'}",['What if? Neural activity underlying semantic and episodic counterfactual thinking']
600,"Montaldi, Daniela","['Kafkas, Alex', 'Kafkas, Alexandros']","['10.1016/j.neulet.2018.01.053', '10.1002/hipo.22241']","{'Kafkas, Alexandros', 'Kafkas, Alex'}","['How do memory systems detect and respond to novelty?', 'Two separate, but interacting, neural systems for familiarity and novelty detection: A dual-route mechanism']"
601,"Campolongo, Patrizia","['Santangelo, Valerio']",['10.1073/pnas.1802730115'],"{'Santangelo, Valerio'}",['Enhanced brain activity associated with memory access in highly superior autobiographical memory']
602,"Moscovitch, Morris","['Brunec, Iva K.', 'Robin, Jessica', 'Rosenbaum, R. Shayna']","['10.1016/j.cub.2018.05.016', '10.1523/JNEUROSCI.1638-17.2018', '10.1002/hipo.20354']","{'Robin, Jessica', 'Brunec, Iva K.', 'Rosenbaum, R. Shayna'}","['Multiple Scales of Representation along the Hippocampal Anteroposterior Axis in Humans', 'The Primacy of Spatial Context in the Neural Representation of Events', 'Memory for familiar environments learned in the remote past: fMRI studies of healthy people and an amnesic person with extensive bilateral hippocampal lesions']"
603,"Wunderlich, Klaus","['Anggraini, Dian']",['10.1038/s41598-018-28241-z'],"{'Anggraini, Dian'}",['Neural signatures of reinforcement learning correlate with strategy adoption during spatial navigation']
604,"Tendolkar, Indira","['Thielen, Jan-Willem']",['10.1002/hbm.24008'],"{'Thielen, Jan-Willem'}",['The increase in medial prefrontal glutamate/glutamine concentration during memory encoding is associated with better memory performance and stronger functional connectivity in the human medial prefrontal-thalamus-hippocampus network']
605,"Formisano, Elia","['Shiell, Martha M.', 'Sack, Alexander T.']","['10.1523/JNEUROSCI.3323-17.2018', '10.1523/JNEUROSCI.2656-08.2008']","{'Sack, Alexander T.', 'Shiell, Martha M.'}","['Activity in Human Auditory Cortex Represents Spatial Separation Between Concurrent Sounds', 'Dynamic premotor-to-parietal interactions during spatial imagery']"
606,"Salami, Alireza","['Kaboodvand, Neda']",['10.1002/hbm.23983'],"{'Kaboodvand, Neda'}",['The retrosplenial cortex: A memory gateway between the cortical default mode network and the medial temporal lobe']
607,"Parvizi, Josef","['Daitch, Amy L.']",['10.1073/pnas.1721714115'],"{'Daitch, Amy L.'}",['Spatial and temporal heterogeneity of neural responses in human posteromedial cortex']
608,"Gabrieli, John D. E.","['Geddes, Maiya R.', 'Preston, Alison R.', 'Ofen, Noa']","['10.1016/j.neuroimage.2017.12.053', '10.1093/cercor/bhm245', '10.1038/nn1950']","{'Geddes, Maiya R.', 'Preston, Alison R.', 'Ofen, Noa'}","['Human aging reduces the neurobehavioral influence of motivation on episodic memory', 'Dissociation between explicit memory and configural memory in the human medial temporal lobe', 'Development of the declarative memory system in the human brain']"
609,"Galati, Gaspare","['Sulpizio, Valentina', 'Boccia, Maddalena', 'Boccia, Maddalena', 'Sulpizio, Valentina', 'Tosoni, Annalisa', 'Sulpizio, Valentina']","['10.3389/fnhum.2018.00167', '10.1007/s00429-016-1318-6', '10.1016/j.neuroimage.2016.08.034', '10.1002/hipo.22592', '10.1007/s00429-014-0858-x', '10.3389/fnhum.2014.00716']","{'Sulpizio, Valentina', 'Boccia, Maddalena', 'Tosoni, Annalisa'}","[""Neural Codes for One's Own Position and Direction in a Real-World Vista Environment"", 'Direct and indirect parieto-medial temporal pathways for spatial navigation in humans: evidence from resting-state functional connectivity', 'I can see where you would be: Patterns of fMRI activity reveal imagined landmarks', 'Functional Connectivity Between Posterior Hippocampus and Retrosplenial Complex Predicts Individual Differences in Navigational Ability', 'Resting-state connectivity and functional specialization in human medial parieto-occipital cortex', 'Distributed cognitive maps reflecting real distances between places and views in the human brain']"
